audio_id,question_id,wpm,pause_count,speech_duration,word_count,average_pause,silence_ratio,long_pause_count,filler_count,repetition_count,hesitation_label
AUD_2561,Reading,104,14,75.76,65,,,,,,High
AUD_2562,Reading,135,7,39.04,63,,,,,,High
AUD_2563,Reading,120,11,75.72,74,,,,,,Medium
AUD_2564,Spontaneous,124,2,57.84,128,,,,,,Medium
AUD_2565,Spontaneous,113,14,73.7,150,,,,,,Medium
AUD_2566,Spontaneous,96,12,58.76,154,,,,,,High
AUD_2567,Spontaneous,161,9,43.5,195,,,,,,High
AUD_2568,Spontaneous,146,7,83.75,69,,,,,,Medium
AUD_2569,Spontaneous,165,3,70.07,105,,,,,,Medium
AUD_2570,Spontaneous,135,6,53.88,179,,,,,,Medium
AUD_2571,Spontaneous,179,13,64.62,72,,,,,,Medium
AUD_2572,Reading,177,3,63.11,81,,,,,,Medium
AUD_2573,Spontaneous,114,11,45.07,190,,,,,,Medium
AUD_2574,Reading,125,8,49.66,62,,,,,,High
AUD_2575,Reading,158,12,42.28,194,,,,,,High
AUD_2576,Spontaneous,160,11,89.97,76,,,,,,Medium
AUD_2577,Reading,172,7,60.6,194,,,,,,High
AUD_2578,Reading,149,8,26.44,63,,,,,,High
AUD_2579,Spontaneous,133,7,56.34,191,,,,,,Medium
AUD_2580,Reading,124,11,23.5,189,,,,,,Medium
AUD_2581,Spontaneous,128,2,40.21,118,,,,,,Low
AUD_2582,Reading,167,4,51.22,117,,,,,,High
AUD_2583,Reading,178,11,57.4,104,,,,,,High
AUD_2584,Spontaneous,95,3,88.33,78,,,,,,Medium
AUD_2585,Reading,142,2,88.76,138,,,,,,Medium
AUD_2586,Reading,137,2,26.86,94,,,,,,Medium
AUD_2587,Spontaneous,124,5,57.67,181,,,,,,High
AUD_2588,Spontaneous,167,12,77.2,193,,,,,,High
AUD_2589,Reading,142,2,36.64,115,,,,,,High
AUD_2590,Reading,118,3,72.54,72,,,,,,High
AUD_2591,Spontaneous,130,2,81.5,117,,,,,,Medium
AUD_2592,Reading,122,14,66.37,197,,,,,,High
AUD_2593,Spontaneous,129,13,42.94,194,,,,,,Medium
AUD_2594,Spontaneous,96,13,84.62,55,,,,,,Medium
AUD_2595,Spontaneous,100,7,81.85,131,,,,,,Medium
AUD_2596,Reading,146,12,70.11,172,,,,,,High
AUD_2597,Reading,152,5,45.46,154,,,,,,Medium
AUD_2598,Reading,147,9,75.43,83,,,,,,High
AUD_2599,Spontaneous,159,12,42.13,103,,,,,,Medium
AUD_2600,Reading,175,6,37.71,131,,,,,,Medium
AUD_2601,Spontaneous,167,11,56.05,143,,,,,,Medium
AUD_2602,Reading,128,6,89.8,114,,,,,,High
AUD_2603,Spontaneous,110,12,76.3,136,,,,,,Low
AUD_2604,Spontaneous,118,12,71.09,78,,,,,,High
AUD_2605,Reading,143,9,51.64,90,,,,,,High
AUD_2606,Spontaneous,167,12,41.84,154,,,,,,High
AUD_2607,Reading,153,11,79.91,112,,,,,,High
AUD_2608,Reading,139,7,59.74,115,,,,,,High
AUD_2609,Reading,144,7,76.93,161,,,,,,High
AUD_2610,Reading,138,4,54.14,149,,,,,,Medium
AUD_2611,Reading,177,14,72.78,194,,,,,,Medium
AUD_2612,Spontaneous,163,7,80.74,115,,,,,,Medium
AUD_2613,Reading,160,11,47.4,117,,,,,,High
AUD_2614,Spontaneous,137,14,20.95,83,,,,,,Medium
AUD_2615,Reading,120,8,37.84,50,,,,,,High
AUD_2616,Spontaneous,92,3,84.04,183,,,,,,High
AUD_2617,Spontaneous,94,4,68.13,65,,,,,,Medium
AUD_2618,Reading,93,7,71.61,51,,,,,,High
AUD_2619,Spontaneous,178,11,42.77,165,,,,,,High
AUD_2620,Reading,100,10,69.09,125,,,,,,Medium
AUD_2621,Reading,103,14,65.24,76,,,,,,High
AUD_2622,Reading,134,10,32.49,68,,,,,,Low
AUD_2623,Spontaneous,133,9,87.81,77,,,,,,Medium
AUD_2624,Spontaneous,173,9,44.78,84,,,,,,Medium
AUD_2625,Spontaneous,97,10,43.05,164,,,,,,High
AUD_2626,Spontaneous,176,12,45.84,117,,,,,,High
AUD_2627,Reading,109,12,26.42,98,,,,,,Medium
AUD_2628,Reading,177,10,63.75,56,,,,,,High
AUD_2629,Spontaneous,139,11,36.7,86,,,,,,Low
AUD_2630,Spontaneous,149,12,76.23,164,,,,,,High
AUD_2631,Reading,118,14,47.59,164,,,,,,High
AUD_2632,Spontaneous,145,10,52.1,90,,,,,,High
AUD_2633,Reading,154,6,65.25,130,,,,,,Medium
AUD_2634,Spontaneous,91,7,73.33,111,,,,,,Medium
AUD_2635,Spontaneous,93,6,36.18,191,,,,,,High
AUD_2636,Spontaneous,179,14,87.64,51,,,,,,Medium
AUD_2637,Reading,131,2,63.56,137,,,,,,Medium
AUD_2638,Reading,174,5,20.39,97,,,,,,Medium
AUD_2639,Spontaneous,156,12,49.09,104,,,,,,Medium
AUD_2640,Spontaneous,124,14,50.58,61,,,,,,High
AUD_2641,Spontaneous,104,2,76.64,50,,,,,,Medium
AUD_2642,Spontaneous,178,13,41.36,152,,,,,,High
AUD_2643,Spontaneous,143,2,43.19,83,,,,,,High
AUD_2644,Spontaneous,107,4,24.93,161,,,,,,High
AUD_2645,Spontaneous,151,8,39.85,95,,,,,,Medium
AUD_2646,Spontaneous,98,2,70.19,196,,,,,,Low
AUD_2647,Reading,168,8,64.43,148,,,,,,Medium
AUD_2648,Reading,98,11,25.7,106,,,,,,High
AUD_2649,Reading,111,11,28.03,100,,,,,,Medium
AUD_2650,Reading,98,14,46.38,71,,,,,,Medium
AUD_2651,Spontaneous,99,2,72.06,117,,,,,,High
AUD_2652,Reading,137,10,78.3,185,,,,,,High
AUD_2653,Reading,152,6,21.02,109,,,,,,Medium
AUD_2654,Spontaneous,161,14,43.03,114,,,,,,Medium
AUD_2655,Reading,153,7,49.7,85,,,,,,High
AUD_2656,Reading,123,13,83.78,78,,,,,,High
AUD_2657,Reading,140,10,55.1,105,,,,,,Medium
AUD_2658,Reading,173,12,38.88,131,,,,,,Medium
AUD_2659,Reading,125,4,47.3,181,,,,,,Medium
AUD_2660,Spontaneous,113,4,50.55,93,,,,,,High
AUD_2661,Spontaneous,137,6,66.9,80,,,,,,High
AUD_2662,Spontaneous,117,14,22.88,130,,,,,,Medium
AUD_2663,Reading,114,14,47.26,123,,,,,,Medium
AUD_2664,Reading,160,8,65.26,173,,,,,,Medium
AUD_2665,Reading,170,4,39.83,65,,,,,,High
AUD_2666,Spontaneous,135,5,61.42,117,,,,,,Medium
AUD_2667,Reading,160,3,45.01,168,,,,,,Medium
AUD_2668,Reading,107,10,73.11,118,,,,,,Medium
AUD_2669,Reading,139,11,24.24,91,,,,,,Low
AUD_2670,Reading,147,10,84.26,159,,,,,,High
AUD_2671,Spontaneous,134,14,32.01,90,,,,,,Medium
AUD_2672,Spontaneous,101,12,31.1,99,,,,,,High
AUD_2673,Reading,156,3,78.85,55,,,,,,High
AUD_2674,Spontaneous,166,6,80.85,124,,,,,,High
AUD_2675,Spontaneous,147,2,26.51,66,,,,,,Medium
AUD_2676,Spontaneous,105,9,83.61,154,,,,,,High
AUD_2677,Reading,97,7,39.13,116,,,,,,Medium
AUD_2678,Spontaneous,117,11,63.3,193,,,,,,High
AUD_2679,Spontaneous,93,11,24.8,149,,,,,,Medium
AUD_2680,Reading,166,3,46.65,139,,,,,,Medium
AUD_2681,Spontaneous,153,3,51.55,130,,,,,,High
AUD_2682,Spontaneous,141,11,61.99,164,,,,,,Medium
AUD_2683,Spontaneous,170,6,56.77,69,,,,,,Medium
AUD_2684,Reading,100,8,52.3,129,,,,,,High
AUD_2685,Reading,154,10,87.17,105,,,,,,High
AUD_2686,Spontaneous,103,10,32.95,102,,,,,,Medium
AUD_2687,Reading,95,13,31.06,98,,,,,,Medium
AUD_2688,Reading,102,12,69.94,53,,,,,,Medium
AUD_2689,Reading,176,7,25.22,67,,,,,,High
AUD_2690,Spontaneous,130,3,53.8,85,,,,,,High
AUD_2691,Spontaneous,94,7,53.88,166,,,,,,Medium
AUD_2692,Reading,143,2,41.7,84,,,,,,High
AUD_2693,Spontaneous,108,12,85.13,79,,,,,,Medium
AUD_2694,Reading,91,12,39.78,167,,,,,,Medium
AUD_2695,Reading,158,14,40.19,112,,,,,,High
AUD_2696,Spontaneous,104,3,36.4,131,,,,,,Medium
AUD_2697,Reading,175,13,30.21,198,,,,,,Medium
AUD_2698,Reading,143,4,45.48,118,,,,,,Medium
AUD_2699,Reading,98,6,67.66,174,,,,,,High
AUD_2700,Reading,110,11,71.95,103,,,,,,Medium
AUD_2701,Spontaneous,145,2,76.94,136,,,,,,High
AUD_2702,Reading,120,13,33.83,105,,,,,,High
AUD_2703,Spontaneous,138,11,22.49,128,,,,,,Medium
AUD_2704,Reading,162,14,88.23,191,,,,,,Medium
AUD_2705,Spontaneous,161,14,21.0,198,,,,,,High
AUD_2706,Reading,153,14,87.25,169,,,,,,High
AUD_2707,Reading,170,6,78.02,74,,,,,,Medium
AUD_2708,Spontaneous,108,6,83.85,158,,,,,,High
AUD_2709,Spontaneous,106,5,47.1,144,,,,,,Medium
AUD_2710,Reading,162,4,33.8,102,,,,,,Medium
AUD_2711,Reading,119,8,62.45,97,,,,,,Medium
AUD_2712,Reading,136,12,71.89,119,,,,,,Medium
AUD_2713,Reading,157,8,29.16,181,,,,,,High
AUD_2714,Reading,126,2,75.83,132,,,,,,High
AUD_2715,Spontaneous,102,8,34.6,182,,,,,,Medium
AUD_2716,Spontaneous,151,4,54.42,131,,,,,,Medium
AUD_2717,Reading,164,14,79.95,153,,,,,,Medium
AUD_2718,Spontaneous,91,4,33.54,124,,,,,,Medium
AUD_2719,Spontaneous,141,7,36.93,138,,,,,,Medium
AUD_2720,Reading,132,7,24.39,113,,,,,,Medium
AUD_2721,Spontaneous,113,12,30.26,84,,,,,,Medium
AUD_2722,Reading,104,14,30.26,61,,,,,,High
AUD_2723,Spontaneous,107,5,34.24,139,,,,,,High
AUD_2724,Spontaneous,155,6,40.03,104,,,,,,High
AUD_2725,Spontaneous,138,4,77.05,161,,,,,,Medium
AUD_2726,Spontaneous,178,4,84.1,118,,,,,,High
AUD_2727,Spontaneous,112,10,48.44,140,,,,,,High
AUD_2728,Reading,176,6,28.97,87,,,,,,Medium
AUD_2729,Spontaneous,136,2,35.67,78,,,,,,High
AUD_2730,Reading,103,10,71.53,61,,,,,,High
AUD_2731,Spontaneous,103,11,67.42,196,,,,,,High
AUD_2732,Spontaneous,145,7,87.7,186,,,,,,High
AUD_2733,Spontaneous,165,10,21.01,131,,,,,,High
AUD_2734,Reading,157,12,72.55,52,,,,,,High
AUD_2735,Spontaneous,149,8,55.41,136,,,,,,High
AUD_2736,Spontaneous,105,12,83.19,137,,,,,,High
AUD_2737,Reading,100,11,60.33,102,,,,,,Medium
AUD_2738,Reading,90,11,51.27,150,,,,,,High
AUD_2739,Reading,99,8,66.61,53,,,,,,High
AUD_2740,Spontaneous,159,6,78.35,106,,,,,,High
AUD_2741,Spontaneous,171,8,39.77,77,,,,,,Medium
AUD_2742,Spontaneous,112,11,27.53,65,,,,,,High
AUD_2743,Spontaneous,162,5,50.31,62,,,,,,Medium
AUD_2744,Reading,108,12,35.02,102,,,,,,Medium
AUD_2745,Reading,112,12,50.07,97,,,,,,Medium
AUD_2746,Spontaneous,110,7,89.37,74,,,,,,High
AUD_2747,Reading,95,3,60.19,115,,,,,,Medium
AUD_2748,Reading,107,11,68.55,153,,,,,,Medium
AUD_2749,Reading,124,4,67.45,52,,,,,,High
AUD_2750,Spontaneous,126,3,77.45,143,,,,,,Medium
AUD_2751,Reading,118,14,86.09,60,,,,,,High
AUD_2752,Spontaneous,136,11,66.12,70,,,,,,High
AUD_2753,Spontaneous,124,3,53.33,176,,,,,,High
AUD_2754,Spontaneous,177,8,42.25,140,,,,,,Medium
AUD_2755,Reading,163,6,45.22,144,,,,,,High
AUD_2756,Reading,174,14,43.41,143,,,,,,High
AUD_2757,Reading,140,14,42.71,178,,,,,,Medium
AUD_2758,Reading,151,7,68.62,161,,,,,,Medium
AUD_2759,Spontaneous,105,4,61.14,83,,,,,,Medium
AUD_2760,Spontaneous,158,11,34.14,129,,,,,,Medium
AUD_2761,Spontaneous,111,6,87.87,132,,,,,,High
AUD_2762,Reading,103,6,49.94,78,,,,,,High
AUD_2763,Reading,94,12,59.63,180,,,,,,High
AUD_2764,Reading,132,5,69.18,60,,,,,,High
AUD_2765,Spontaneous,116,11,62.96,185,,,,,,Medium
AUD_2766,Spontaneous,179,5,41.77,111,,,,,,Medium
AUD_2767,Reading,112,13,75.84,152,,,,,,Low
AUD_2768,Spontaneous,168,14,27.71,82,,,,,,Medium
AUD_2769,Spontaneous,118,9,59.83,185,,,,,,Medium
AUD_2770,Reading,157,7,39.13,137,,,,,,Medium
AUD_2771,Reading,149,12,63.1,66,,,,,,Medium
AUD_2772,Spontaneous,141,3,35.26,140,,,,,,Medium
AUD_2773,Reading,128,3,74.05,92,,,,,,Low
AUD_2774,Spontaneous,150,3,35.93,122,,,,,,Medium
AUD_2775,Reading,127,7,82.33,54,,,,,,High
AUD_2776,Spontaneous,139,13,80.31,105,,,,,,High
AUD_2777,Reading,143,2,45.37,106,,,,,,High
AUD_2778,Reading,114,4,47.01,121,,,,,,High
AUD_2779,Reading,121,2,69.11,128,,,,,,Low
AUD_2780,Spontaneous,92,5,26.33,85,,,,,,High
AUD_2781,Spontaneous,167,14,25.66,183,,,,,,Medium
AUD_2782,Reading,158,2,29.54,164,,,,,,Medium
AUD_2783,Spontaneous,107,10,59.37,120,,,,,,Medium
AUD_2784,Spontaneous,123,12,30.43,141,,,,,,Medium
AUD_2785,Reading,128,13,39.43,184,,,,,,Low
AUD_2786,Reading,120,12,65.28,154,,,,,,High
AUD_2787,Reading,162,14,21.09,114,,,,,,Medium
AUD_2788,Spontaneous,155,7,32.62,73,,,,,,High
AUD_2789,Reading,159,9,85.1,94,,,,,,High
AUD_2790,Spontaneous,171,3,66.45,196,,,,,,Medium
AUD_2791,Spontaneous,144,7,41.39,166,,,,,,Medium
AUD_2792,Spontaneous,145,5,23.17,79,,,,,,Medium
AUD_2793,Reading,155,8,61.02,114,,,,,,High
AUD_2794,Reading,151,9,35.6,197,,,,,,Medium
AUD_2795,Spontaneous,168,7,87.21,134,,,,,,High
AUD_2796,Spontaneous,159,14,68.09,132,,,,,,High
AUD_2797,Reading,101,14,88.19,163,,,,,,Medium
AUD_2798,Reading,174,2,79.42,145,,,,,,High
AUD_2799,Reading,151,9,53.81,136,,,,,,Medium
AUD_2800,Reading,101,12,66.87,116,,,,,,High
AUD_2801,Reading,159,2,76.85,80,,,,,,High
AUD_2802,Reading,122,10,60.47,115,,,,,,High
AUD_2803,Reading,163,3,24.3,103,,,,,,High
AUD_2804,Reading,176,12,52.93,59,,,,,,Medium
AUD_2805,Reading,113,11,29.14,132,,,,,,High
AUD_2806,Spontaneous,167,7,70.04,78,,,,,,Medium
AUD_2807,Reading,160,9,67.64,81,,,,,,Medium
AUD_2808,Reading,150,6,89.5,66,,,,,,Medium
AUD_2809,Spontaneous,125,3,64.02,164,,,,,,Medium
AUD_2810,Reading,100,6,76.01,94,,,,,,Medium
AUD_2811,Reading,134,2,38.78,98,,,,,,High
AUD_2812,Spontaneous,100,9,43.8,136,,,,,,Low
AUD_2813,Reading,135,9,84.19,195,,,,,,High
AUD_2814,Spontaneous,164,3,72.86,124,,,,,,Medium
AUD_2815,Spontaneous,180,7,65.87,172,,,,,,Medium
AUD_2816,Reading,108,12,37.78,173,,,,,,Medium
AUD_2817,Spontaneous,109,9,68.9,101,,,,,,Medium
AUD_2818,Spontaneous,163,11,82.07,197,,,,,,High
AUD_2819,Spontaneous,132,14,36.16,190,,,,,,High
AUD_2820,Spontaneous,172,9,69.43,137,,,,,,Medium
AUD_2821,Reading,159,13,47.56,133,,,,,,High
AUD_2822,Spontaneous,156,8,28.31,155,,,,,,High
AUD_2823,Spontaneous,99,4,73.44,141,,,,,,Medium
AUD_2824,Reading,93,14,31.7,148,,,,,,Medium
AUD_2825,Spontaneous,119,13,37.7,70,,,,,,Medium
AUD_2826,Reading,110,12,74.81,55,,,,,,Medium
AUD_2827,Spontaneous,154,5,71.95,102,,,,,,Medium
AUD_2828,Reading,131,2,37.79,136,,,,,,Medium
AUD_2829,Spontaneous,137,10,85.87,135,,,,,,Medium
AUD_2830,Reading,163,11,35.07,186,,,,,,Medium
AUD_2831,Spontaneous,133,11,89.55,145,,,,,,High
AUD_2832,Reading,139,3,71.65,162,,,,,,Medium
AUD_2833,Reading,166,11,47.48,120,,,,,,Medium
AUD_2834,Reading,129,8,29.12,92,,,,,,Medium
AUD_2835,Reading,97,9,42.44,83,,,,,,Medium
AUD_2836,Reading,137,5,33.56,95,,,,,,Medium
AUD_2837,Spontaneous,142,12,63.53,81,,,,,,High
AUD_2838,Spontaneous,136,12,44.98,193,,,,,,Medium
AUD_2839,Reading,113,11,40.65,50,,,,,,Medium
AUD_2840,Reading,110,2,73.0,69,,,,,,High
AUD_2841,Spontaneous,123,6,36.14,121,,,,,,High
AUD_2842,Spontaneous,105,11,61.08,60,,,,,,High
AUD_2843,Reading,150,11,33.62,156,,,,,,Medium
AUD_2844,Spontaneous,145,7,70.04,92,,,,,,Medium
AUD_2845,Reading,147,8,63.76,59,,,,,,High
AUD_2846,Reading,110,2,75.87,57,,,,,,Medium
AUD_2847,Reading,112,14,24.79,68,,,,,,High
AUD_2848,Spontaneous,161,5,34.71,104,,,,,,Low
AUD_2849,Reading,152,13,30.81,52,,,,,,Medium
AUD_2850,Spontaneous,169,6,33.34,102,,,,,,Medium
AUD_2851,Spontaneous,126,6,27.21,93,,,,,,Medium
AUD_2852,Spontaneous,139,8,59.35,145,,,,,,High
AUD_2853,Spontaneous,156,5,61.54,97,,,,,,Medium
AUD_2854,Reading,178,11,79.04,103,,,,,,Medium
AUD_2855,Reading,179,8,49.24,193,,,,,,Medium
AUD_2856,Spontaneous,180,9,57.27,141,,,,,,High
AUD_2857,Reading,170,3,89.39,193,,,,,,Medium
AUD_2858,Spontaneous,148,2,57.23,100,,,,,,Medium
AUD_2859,Reading,91,14,60.15,67,,,,,,High
AUD_2860,Reading,153,11,89.71,175,,,,,,High
AUD_2861,Reading,111,11,89.59,55,,,,,,High
AUD_2862,Reading,95,2,49.68,183,,,,,,High
AUD_2863,Reading,153,14,64.45,127,,,,,,High
AUD_2864,Reading,158,2,53.66,131,,,,,,Medium
AUD_2865,Spontaneous,149,10,70.45,129,,,,,,Medium
AUD_2866,Reading,123,5,85.69,137,,,,,,High
AUD_2867,Reading,136,10,41.68,62,,,,,,High
AUD_2868,Reading,174,8,77.32,114,,,,,,High
AUD_2869,Spontaneous,156,8,65.84,113,,,,,,High
AUD_2870,Reading,135,14,39.61,63,,,,,,Medium
AUD_2871,Reading,143,3,75.81,194,,,,,,High
AUD_2872,Reading,173,3,49.9,170,,,,,,Medium
AUD_2873,Spontaneous,125,13,28.43,126,,,,,,Low
AUD_2874,Reading,99,6,89.54,62,,,,,,High
AUD_2875,Spontaneous,119,11,49.8,122,,,,,,High
AUD_2876,Spontaneous,127,2,57.91,183,,,,,,High
AUD_2877,Reading,115,8,76.56,55,,,,,,High
AUD_2878,Reading,138,12,87.26,170,,,,,,High
AUD_2879,Spontaneous,117,8,81.1,143,,,,,,Medium
AUD_2880,Spontaneous,99,12,56.75,106,,,,,,Medium
AUD_2881,Reading,107,9,58.2,102,,,,,,Medium
AUD_2882,Reading,173,8,39.66,95,,,,,,Medium
AUD_2883,Spontaneous,147,9,52.4,127,,,,,,Medium
AUD_2884,Spontaneous,118,4,86.28,181,,,,,,Medium
AUD_2885,Spontaneous,123,4,70.89,83,,,,,,High
AUD_2886,Spontaneous,134,9,20.83,91,,,,,,Medium
AUD_2887,Reading,151,10,28.16,127,,,,,,Medium
AUD_2888,Spontaneous,142,11,84.67,113,,,,,,High
AUD_2889,Reading,174,5,79.41,194,,,,,,High
AUD_2890,Spontaneous,146,9,54.03,167,,,,,,High
AUD_2891,Spontaneous,172,2,63.19,79,,,,,,High
AUD_2892,Reading,90,3,40.28,142,,,,,,Medium
AUD_2893,Reading,170,14,75.5,56,,,,,,High
AUD_2894,Reading,155,11,62.23,72,,,,,,Medium
AUD_2895,Reading,106,11,68.64,85,,,,,,High
AUD_2896,Spontaneous,114,11,46.24,191,,,,,,Medium
AUD_2897,Reading,139,10,50.13,197,,,,,,High
AUD_2898,Reading,101,3,34.54,165,,,,,,Medium
AUD_2899,Reading,161,3,86.36,130,,,,,,Medium
AUD_2900,Spontaneous,161,9,86.26,74,,,,,,High
AUD_2901,Spontaneous,117,6,77.24,164,,,,,,Medium
AUD_2902,Reading,96,6,85.49,143,,,,,,High
AUD_2903,Spontaneous,179,12,66.57,98,,,,,,High
AUD_2904,Spontaneous,113,7,36.43,76,,,,,,High
AUD_2905,Reading,96,9,73.21,144,,,,,,High
AUD_2906,Spontaneous,120,9,42.77,63,,,,,,High
AUD_2907,Reading,177,10,50.83,171,,,,,,Low
AUD_2908,Reading,161,11,39.2,97,,,,,,High
AUD_2909,Reading,133,12,49.65,177,,,,,,Medium
AUD_2910,Spontaneous,117,4,67.55,134,,,,,,High
AUD_2911,Reading,128,10,27.74,141,,,,,,Medium
AUD_2912,Spontaneous,92,12,27.36,64,,,,,,High
AUD_2913,Spontaneous,155,4,67.86,100,,,,,,Medium
AUD_2914,Spontaneous,99,2,74.57,103,,,,,,Medium
AUD_2915,Spontaneous,137,13,58.6,188,,,,,,High
AUD_2916,Reading,141,12,32.71,157,,,,,,High
AUD_2917,Reading,90,6,50.15,124,,,,,,Medium
AUD_2918,Spontaneous,178,8,73.07,77,,,,,,High
AUD_2919,Reading,117,4,68.0,177,,,,,,Medium
AUD_2920,Spontaneous,97,10,27.69,119,,,,,,Medium
AUD_2921,Spontaneous,167,2,87.84,145,,,,,,Medium
AUD_2922,Reading,104,7,35.64,189,,,,,,High
AUD_2923,Spontaneous,92,13,35.43,152,,,,,,High
AUD_2924,Reading,135,13,52.19,136,,,,,,High
AUD_2925,Spontaneous,102,7,42.91,154,,,,,,Medium
AUD_2926,Spontaneous,178,14,88.88,158,,,,,,High
AUD_2927,Spontaneous,91,9,25.35,130,,,,,,Low
AUD_2928,Spontaneous,95,14,41.45,94,,,,,,Low
AUD_2929,Reading,165,4,46.79,161,,,,,,Medium
AUD_2930,Spontaneous,112,13,54.54,109,,,,,,High
AUD_2931,Spontaneous,172,6,21.15,120,,,,,,High
AUD_2932,Reading,118,12,25.77,62,,,,,,High
AUD_2933,Spontaneous,96,11,38.05,127,,,,,,High
AUD_2934,Spontaneous,91,12,58.78,174,,,,,,High
AUD_2935,Spontaneous,115,6,73.74,147,,,,,,Medium
AUD_2936,Spontaneous,133,9,68.05,140,,,,,,Medium
AUD_2937,Spontaneous,90,8,59.69,138,,,,,,Medium
AUD_2938,Spontaneous,142,4,47.81,148,,,,,,Medium
AUD_2939,Reading,120,8,80.95,122,,,,,,Medium
AUD_2940,Spontaneous,125,11,52.18,119,,,,,,High
AUD_2941,Reading,114,9,40.95,88,,,,,,High
AUD_2942,Spontaneous,138,6,64.05,76,,,,,,Medium
AUD_2943,Reading,111,12,68.45,89,,,,,,Low
AUD_2944,Reading,102,6,47.89,172,,,,,,Medium
AUD_2945,Reading,170,12,21.97,80,,,,,,Medium
AUD_2946,Reading,125,2,26.59,180,,,,,,Medium
AUD_2947,Spontaneous,97,14,79.19,64,,,,,,High
AUD_2948,Spontaneous,111,9,23.96,119,,,,,,High
AUD_2949,Spontaneous,118,14,61.44,60,,,,,,High
AUD_2950,Reading,159,7,32.86,79,,,,,,Low
AUD_2951,Reading,92,7,36.02,84,,,,,,High
AUD_2952,Reading,133,6,39.13,161,,,,,,High
AUD_2953,Reading,127,6,22.68,92,,,,,,High
AUD_2954,Reading,177,4,32.41,142,,,,,,Medium
AUD_2955,Reading,106,13,65.53,168,,,,,,Medium
AUD_2956,Reading,147,4,54.91,52,,,,,,High
AUD_2957,Spontaneous,108,3,75.81,139,,,,,,High
AUD_2958,Reading,139,10,24.29,127,,,,,,High
AUD_2959,Spontaneous,140,9,82.22,132,,,,,,Medium
AUD_2960,Spontaneous,97,12,89.75,134,,,,,,Medium
AUD_2961,Reading,131,4,21.1,173,,,,,,Medium
AUD_2962,Reading,132,6,87.73,198,,,,,,High
AUD_2963,Reading,119,11,36.51,126,,,,,,Medium
AUD_2964,Reading,115,6,68.48,154,,,,,,High
AUD_2965,Spontaneous,110,9,40.47,102,,,,,,Medium
AUD_2966,Reading,91,7,56.53,93,,,,,,High
AUD_2967,Spontaneous,90,8,55.73,95,,,,,,High
AUD_2968,Reading,143,6,45.28,86,,,,,,Medium
AUD_2969,Spontaneous,116,13,70.23,87,,,,,,Medium
AUD_2970,Spontaneous,105,2,61.97,158,,,,,,High
AUD_2971,Spontaneous,152,9,55.58,158,,,,,,Medium
AUD_2972,Spontaneous,138,5,88.8,137,,,,,,High
AUD_2973,Spontaneous,172,6,85.8,60,,,,,,Medium
AUD_2974,Reading,165,2,86.88,142,,,,,,High
AUD_2975,Reading,155,4,81.69,113,,,,,,High
AUD_2976,Reading,101,3,37.86,175,,,,,,Medium
AUD_2977,Spontaneous,150,13,44.5,161,,,,,,Low
AUD_2978,Reading,152,3,36.17,154,,,,,,Medium
AUD_2979,Spontaneous,159,14,89.03,111,,,,,,High
AUD_2980,Spontaneous,114,2,30.69,110,,,,,,Medium
AUD_2981,Reading,148,7,45.66,139,,,,,,High
AUD_2982,Spontaneous,146,9,33.93,61,,,,,,High
AUD_2983,Reading,125,4,35.64,186,,,,,,Medium
AUD_2984,Spontaneous,150,2,37.3,123,,,,,,High
AUD_2985,Reading,98,11,64.78,156,,,,,,Medium
AUD_2986,Spontaneous,148,3,25.32,179,,,,,,Medium
AUD_2987,Reading,145,4,60.08,185,,,,,,High
AUD_2988,Reading,109,7,77.35,165,,,,,,High
AUD_2989,Spontaneous,164,4,73.66,92,,,,,,High
AUD_2990,Spontaneous,169,10,30.58,195,,,,,,High
AUD_2991,Spontaneous,109,13,84.03,88,,,,,,High
AUD_2992,Reading,97,2,73.91,80,,,,,,Medium
AUD_2993,Reading,144,8,20.37,191,,,,,,High
AUD_2994,Spontaneous,133,11,71.62,113,,,,,,Medium
AUD_2995,Reading,128,9,71.62,152,,,,,,High
AUD_2996,Reading,158,10,54.78,146,,,,,,Low
AUD_2997,Spontaneous,177,9,23.22,93,,,,,,High
AUD_2998,Reading,133,6,60.59,146,,,,,,High
AUD_2999,Reading,91,2,73.6,51,,,,,,Low
AUD_3000,Reading,144,2,38.96,85,,,,,,Medium
AUD_3001,Spontaneous,149,9,66.69,104,,,,,,High
AUD_3002,Reading,165,8,44.77,163,,,,,,Medium
AUD_3003,Spontaneous,108,6,60.17,136,,,,,,Medium
AUD_3004,Reading,137,11,46.92,118,,,,,,Medium
AUD_3005,Reading,130,4,41.26,160,,,,,,High
AUD_3006,Reading,150,10,79.91,129,,,,,,Medium
AUD_3007,Reading,96,5,72.77,89,,,,,,Medium
AUD_3008,Reading,170,7,44.18,73,,,,,,High
AUD_3009,Spontaneous,136,12,50.42,166,,,,,,High
AUD_3010,Reading,169,5,68.42,153,,,,,,Medium
AUD_3011,Reading,121,10,76.78,111,,,,,,Medium
AUD_3012,Reading,149,5,67.9,56,,,,,,Medium
AUD_3013,Reading,176,9,57.87,87,,,,,,High
AUD_3014,Spontaneous,175,12,86.81,168,,,,,,High
AUD_3015,Reading,175,13,74.19,135,,,,,,High
AUD_3016,Reading,94,13,28.09,135,,,,,,High
AUD_3017,Reading,126,4,59.07,140,,,,,,High
AUD_3018,Reading,95,9,48.67,170,,,,,,High
