sample_id,speaker_id,age,gender,region,education_level,english_learning_years,task_type,speech_duration_sec,word_count,speaking_rate_wpm,pause_count,pronunciation_score,fluency_score,intonation_score,overall_score,target_level
AUD_2409,1270,40,Male,Sichuan,Postgraduate,3,Reading,43.02,71,128.64,3,72,57,77,69.0,Medium
AUD_2410,1491,37,Male,Shanghai,Undergraduate,3,Spontaneous,77.35,57,167.06,9,50,71,85,66.8,Medium
AUD_2411,1207,37,Male,Guangdong,Postgraduate,9,Spontaneous,31.25,96,92.55,11,53,75,66,63.5,Medium
AUD_2412,1538,42,Male,Zhejiang,Undergraduate,7,Reading,53.16,183,134.07,5,79,62,95,78.7,High
AUD_2413,1583,23,Male,Beijing,Postgraduate,6,Spontaneous,84.51,56,175.72,7,80,95,56,77.3,High
AUD_2414,1059,21,Female,Jiangsu,High School,7,Spontaneous,89.91,185,112.75,4,96,66,72,79.8,High
AUD_2415,1429,19,Male,Henan,Postgraduate,12,Reading,37.54,137,113.95,10,65,93,94,82.1,High
AUD_2416,1984,39,Male,Zhejiang,High School,12,Spontaneous,85.49,95,146.71,14,92,85,71,83.60000000000001,High
AUD_2417,1656,33,Male,Sichuan,Undergraduate,8,Spontaneous,38.3,113,173.36,9,52,90,59,65.5,Medium
AUD_2418,1604,35,Female,Guangdong,Undergraduate,14,Spontaneous,48.95,72,107.89,7,61,96,67,73.3,Medium
AUD_2419,1308,22,Female,Guangdong,Undergraduate,12,Spontaneous,81.45,110,172.95,10,61,64,51,58.9,Low
AUD_2420,1519,39,Female,Guangdong,High School,8,Spontaneous,75.03,99,149.67,11,60,67,61,62.39999999999999,Medium
AUD_2421,1590,21,Female,Zhejiang,Undergraduate,3,Reading,80.02,95,179.37,10,65,76,94,77.0,High
AUD_2422,1026,30,Female,Guangdong,Undergraduate,4,Reading,76.02,92,156.28,3,78,55,88,74.1,Medium
AUD_2423,1685,36,Male,Sichuan,High School,5,Reading,36.45,187,150.1,10,70,83,99,82.6,High
AUD_2424,1561,40,Male,Henan,Postgraduate,6,Reading,59.12,144,163.34,9,94,90,71,85.89999999999999,High
AUD_2425,1198,19,Male,Zhejiang,Undergraduate,8,Reading,46.97,197,105.76,3,93,54,92,81.0,High
AUD_2426,1386,30,Female,Guangdong,Postgraduate,14,Spontaneous,52.18,193,175.14,10,91,61,71,76.0,High
AUD_2427,1348,28,Female,Beijing,Postgraduate,14,Spontaneous,30.78,52,104.9,6,92,78,91,87.5,High
AUD_2428,1959,39,Male,Beijing,Undergraduate,13,Reading,42.1,79,92.31,14,99,86,71,86.7,High
AUD_2429,1939,21,Female,Shanghai,Undergraduate,11,Reading,80.04,67,152.81,13,54,61,55,56.400000000000006,Low
AUD_2430,1692,39,Female,Guangdong,High School,14,Reading,82.83,84,106.61,10,62,74,95,75.5,High
AUD_2431,1535,37,Female,Guangdong,High School,4,Spontaneous,62.71,196,158.29,4,66,96,86,81.0,High
AUD_2432,1827,37,Male,Zhejiang,Undergraduate,10,Spontaneous,54.88,75,161.55,5,61,83,69,70.0,Medium
AUD_2433,1377,32,Male,Zhejiang,Postgraduate,11,Spontaneous,69.9,84,111.3,2,66,60,55,60.900000000000006,Medium
AUD_2434,1898,21,Female,Hubei,High School,4,Spontaneous,62.62,125,97.8,12,50,72,58,58.99999999999999,Low
AUD_2435,1915,26,Female,Henan,High School,11,Spontaneous,88.86,121,135.07,6,57,73,78,68.1,Medium
AUD_2436,1557,24,Female,Guangdong,Undergraduate,9,Spontaneous,33.31,106,170.12,8,65,98,86,81.2,High
AUD_2437,1526,36,Female,Shanghai,Undergraduate,11,Reading,51.43,150,166.26,14,64,67,54,61.900000000000006,Medium
AUD_2438,1152,36,Male,Henan,Undergraduate,8,Spontaneous,84.28,98,100.54,8,68,59,62,63.5,Medium
AUD_2439,1733,23,Female,Guangdong,Undergraduate,4,Reading,84.03,59,176.83,7,74,54,76,68.6,Medium
AUD_2440,1205,23,Male,Henan,High School,10,Reading,54.67,154,113.76,14,80,80,72,77.6,High
AUD_2441,1454,37,Male,Sichuan,High School,12,Spontaneous,29.44,153,121.45,7,91,74,86,84.39999999999999,High
AUD_2442,1272,32,Male,Zhejiang,High School,11,Spontaneous,77.05,120,103.41,9,51,66,95,68.7,Medium
AUD_2443,1893,32,Female,Guangdong,Postgraduate,14,Spontaneous,60.96,147,124.0,12,74,77,83,77.6,High
AUD_2444,1235,42,Male,Henan,High School,10,Spontaneous,74.12,117,147.21,11,80,50,74,69.2,Medium
AUD_2445,1851,37,Male,Zhejiang,High School,4,Spontaneous,52.38,127,135.55,10,53,94,86,75.2,High
AUD_2446,1739,26,Female,Guangdong,Undergraduate,10,Spontaneous,34.27,73,164.48,5,53,51,72,58.099999999999994,Low
AUD_2447,1520,21,Female,Jiangsu,High School,5,Spontaneous,21.68,92,147.72,5,61,98,77,76.89999999999999,High
AUD_2448,1677,35,Female,Zhejiang,High School,5,Spontaneous,59.14,144,113.72,9,66,96,75,77.7,High
AUD_2449,1943,35,Male,Henan,High School,11,Reading,31.27,175,140.17,6,70,89,61,73.0,Medium
AUD_2450,1955,22,Female,Shanghai,Undergraduate,11,Reading,33.1,141,95.78,11,78,51,88,72.9,Medium
AUD_2451,1830,37,Male,Jiangsu,High School,11,Spontaneous,50.54,132,142.27,10,71,76,52,66.8,Medium
AUD_2452,1725,40,Male,Sichuan,High School,6,Reading,50.95,83,125.07,7,85,57,58,68.5,Medium
AUD_2453,1500,28,Female,Guangdong,Postgraduate,14,Spontaneous,39.21,168,98.86,10,89,76,96,87.2,High
AUD_2454,1116,22,Male,Hubei,Postgraduate,9,Reading,29.23,102,117.67,13,65,86,64,71.0,Medium
AUD_2455,1385,39,Male,Sichuan,Postgraduate,10,Reading,86.15,102,170.83,13,64,66,57,62.5,Medium
AUD_2456,1343,43,Male,Zhejiang,Postgraduate,7,Spontaneous,29.21,195,142.74,5,79,53,77,70.6,Medium
AUD_2457,1583,21,Male,Jiangsu,Undergraduate,3,Spontaneous,44.55,166,171.29,2,95,93,75,88.4,High
AUD_2458,1394,29,Female,Sichuan,Postgraduate,11,Spontaneous,41.34,184,126.97,5,60,99,65,73.2,Medium
AUD_2459,1063,19,Male,Shanghai,High School,8,Reading,80.64,124,178.1,10,62,87,83,75.8,High
AUD_2460,1716,30,Female,Hubei,Postgraduate,5,Reading,48.7,91,122.4,14,72,80,69,73.5,Medium
AUD_2461,1720,27,Male,Zhejiang,Undergraduate,5,Spontaneous,28.68,188,158.11,8,89,54,50,66.8,Medium
AUD_2462,1071,26,Male,Jiangsu,Postgraduate,12,Reading,20.72,186,117.49,7,90,74,73,80.1,High
AUD_2463,1788,27,Female,Sichuan,Postgraduate,3,Spontaneous,70.54,84,99.54,3,83,77,78,79.69999999999999,High
AUD_2464,1273,24,Male,Jiangsu,Undergraduate,10,Reading,70.02,150,164.98,5,69,68,53,63.9,Medium
AUD_2465,1989,21,Male,Jiangsu,Undergraduate,4,Spontaneous,49.24,136,158.63,2,51,86,53,62.1,Medium
AUD_2466,1319,36,Male,Sichuan,Undergraduate,14,Reading,28.84,146,163.86,14,57,91,87,76.2,High
AUD_2467,1337,27,Male,Beijing,Undergraduate,3,Spontaneous,46.01,133,116.97,4,67,72,52,64.0,Medium
AUD_2468,1365,20,Male,Guangdong,Undergraduate,9,Spontaneous,61.29,54,153.33,14,56,85,89,74.60000000000001,Medium
AUD_2469,1494,42,Male,Henan,Undergraduate,13,Spontaneous,69.28,100,109.79,3,92,94,51,80.3,High
AUD_2470,1606,38,Female,Zhejiang,High School,11,Reading,25.48,87,91.02,14,80,62,78,74.0,Medium
AUD_2471,1165,36,Female,Zhejiang,Postgraduate,8,Spontaneous,58.94,52,167.98,5,71,66,98,77.6,High
AUD_2472,1543,38,Female,Hubei,Postgraduate,10,Reading,39.33,62,137.12,5,77,99,77,83.6,High
AUD_2473,1010,19,Male,Hubei,Undergraduate,10,Spontaneous,63.21,136,178.53,12,74,79,61,71.6,Medium
AUD_2474,1300,44,Male,Hubei,Undergraduate,11,Spontaneous,65.37,52,124.65,10,50,72,93,69.5,Medium
AUD_2475,1728,37,Male,Zhejiang,High School,9,Spontaneous,83.74,104,176.12,8,81,98,64,81.0,High
AUD_2476,1800,27,Female,Jiangsu,High School,11,Reading,48.73,115,145.36,14,74,52,99,74.9,Medium
AUD_2477,1101,19,Male,Hubei,Undergraduate,11,Reading,57.63,133,136.1,4,97,62,90,84.4,High
AUD_2478,1424,19,Female,Sichuan,High School,14,Reading,38.78,122,117.25,8,65,81,80,74.3,Medium
AUD_2479,1391,41,Male,Guangdong,High School,13,Spontaneous,40.06,161,164.27,9,78,94,86,85.2,High
AUD_2480,1778,34,Male,Shanghai,Undergraduate,3,Reading,23.22,111,164.59,13,91,84,81,85.89999999999999,High
AUD_2481,1213,33,Male,Zhejiang,Undergraduate,8,Spontaneous,40.02,74,127.52,8,73,51,71,65.8,Medium
AUD_2482,1690,33,Female,Sichuan,Undergraduate,14,Spontaneous,24.47,101,155.46,9,66,96,52,70.8,Medium
AUD_2483,1087,31,Male,Guangdong,Undergraduate,10,Spontaneous,87.47,99,130.25,10,91,52,66,71.8,Medium
AUD_2484,1552,24,Female,Guangdong,Postgraduate,12,Spontaneous,63.7,171,156.57,2,55,97,78,74.5,Medium
AUD_2485,1400,38,Male,Beijing,Postgraduate,11,Spontaneous,32.12,178,179.48,11,63,78,61,66.9,Medium
AUD_2486,1587,28,Male,Henan,Undergraduate,6,Reading,28.17,88,113.62,7,75,59,63,66.6,Medium
AUD_2487,1888,41,Female,Sichuan,High School,4,Reading,45.91,101,147.06,5,77,69,57,68.6,Medium
AUD_2488,1045,18,Male,Zhejiang,Undergraduate,13,Spontaneous,41.54,125,124.19,2,96,83,90,90.30000000000001,High
AUD_2489,1671,28,Male,Hubei,Postgraduate,11,Spontaneous,39.55,89,139.35,3,85,64,51,68.5,Medium
AUD_2490,1462,40,Male,Jiangsu,High School,11,Reading,52.77,109,168.67,11,80,89,83,83.6,High
AUD_2491,1591,38,Male,Hubei,Postgraduate,14,Spontaneous,83.9,159,121.28,5,76,94,73,80.5,High
AUD_2492,1309,21,Female,Guangdong,Undergraduate,10,Spontaneous,59.76,133,96.51,2,51,50,97,64.5,Medium
AUD_2493,1085,24,Female,Guangdong,Postgraduate,5,Spontaneous,56.49,69,161.9,7,68,75,69,70.4,Medium
AUD_2494,1091,43,Male,Shanghai,Postgraduate,7,Spontaneous,76.46,134,139.95,2,77,81,92,82.7,High
AUD_2495,1659,32,Male,Hubei,Postgraduate,4,Reading,20.28,51,130.45,14,94,51,59,70.6,Medium
AUD_2496,1672,35,Female,Henan,High School,5,Spontaneous,33.82,155,106.5,10,93,81,89,88.2,High
AUD_2497,1713,29,Male,Henan,Postgraduate,3,Reading,54.73,58,98.36,11,70,90,56,71.8,Medium
AUD_2498,1935,34,Female,Beijing,High School,6,Reading,69.37,107,115.09,4,94,78,50,76.0,High
AUD_2499,1927,18,Male,Henan,Undergraduate,7,Reading,53.95,92,154.7,13,64,69,59,64.0,Medium
AUD_2500,1241,28,Female,Guangdong,Undergraduate,14,Reading,31.46,187,127.06,12,83,72,54,71.0,Medium
AUD_2501,1864,18,Female,Guangdong,Postgraduate,4,Spontaneous,85.1,158,141.32,2,89,61,89,80.60000000000001,High
AUD_2502,1001,32,Female,Henan,High School,5,Spontaneous,43.01,97,97.38,7,52,93,70,69.7,Medium
AUD_2503,1224,38,Female,Jiangsu,Undergraduate,14,Spontaneous,75.18,175,101.09,7,50,59,58,55.1,Low
AUD_2504,1800,27,Male,Jiangsu,High School,8,Reading,82.4,194,91.02,8,73,68,78,73.0,Medium
AUD_2505,1744,24,Male,Henan,High School,8,Reading,44.25,177,150.6,8,92,59,80,78.5,High
AUD_2506,1972,19,Female,Shanghai,Postgraduate,9,Reading,79.17,182,113.8,11,76,68,94,79.0,High
AUD_2507,1925,27,Female,Sichuan,Postgraduate,14,Spontaneous,69.75,156,177.02,12,58,75,95,74.2,Medium
AUD_2508,1928,41,Female,Shanghai,High School,11,Spontaneous,83.3,120,117.76,5,73,73,76,73.9,Medium
AUD_2509,1588,21,Female,Shanghai,High School,6,Spontaneous,37.59,181,122.73,6,66,58,55,60.3,Medium
AUD_2510,1115,29,Male,Henan,Postgraduate,7,Reading,85.19,150,132.25,4,77,78,92,81.8,High
AUD_2511,1665,36,Female,Jiangsu,High School,13,Reading,24.57,132,118.72,7,88,78,80,82.6,High
AUD_2512,1917,43,Female,Hubei,Postgraduate,4,Spontaneous,75.56,77,163.57,14,53,86,90,74.0,Medium
AUD_2513,1102,28,Female,Hubei,High School,8,Reading,50.5,155,168.86,8,78,77,94,82.5,High
AUD_2514,1193,25,Female,Henan,Postgraduate,6,Reading,32.45,87,90.99,10,94,52,85,78.7,High
AUD_2515,1165,35,Female,Hubei,High School,7,Spontaneous,25.56,115,148.92,10,77,72,51,67.7,Medium
AUD_2516,1870,28,Female,Sichuan,Postgraduate,9,Reading,47.27,96,151.75,13,86,53,70,71.3,Medium
AUD_2517,1089,28,Female,Jiangsu,High School,8,Reading,47.25,155,176.53,14,78,63,83,75.0,High
AUD_2518,1685,30,Male,Henan,Undergraduate,10,Spontaneous,36.1,152,123.34,6,93,87,71,84.6,High
AUD_2519,1121,20,Female,Beijing,Undergraduate,8,Reading,35.09,74,107.58,5,78,62,62,68.39999999999999,Medium
AUD_2520,1142,29,Female,Zhejiang,High School,12,Reading,47.97,115,136.85,8,54,77,68,65.1,Medium
AUD_2521,1993,20,Female,Zhejiang,Undergraduate,10,Reading,48.71,128,130.28,4,60,88,82,75.0,High
AUD_2522,1105,27,Male,Henan,High School,6,Reading,50.97,116,161.26,5,51,93,87,74.39999999999999,Medium
AUD_2523,1886,44,Male,Henan,High School,14,Spontaneous,80.81,89,171.36,10,53,69,89,68.60000000000001,Medium
AUD_2524,1427,34,Male,Beijing,Undergraduate,9,Spontaneous,62.79,149,97.8,6,59,77,98,76.1,High
AUD_2525,1304,39,Female,Hubei,High School,5,Reading,21.43,164,166.19,11,88,81,52,75.1,High
AUD_2526,1871,19,Female,Zhejiang,Postgraduate,3,Spontaneous,56.34,168,171.81,8,93,63,87,82.2,High
AUD_2527,1970,34,Female,Sichuan,High School,11,Spontaneous,73.37,194,173.17,3,57,62,68,61.8,Medium
AUD_2528,1316,33,Male,Henan,High School,11,Spontaneous,23.95,111,158.79,10,72,60,56,63.599999999999994,Medium
AUD_2529,1962,19,Female,Jiangsu,Undergraduate,8,Reading,49.58,125,156.79,6,76,87,64,75.7,High
AUD_2530,1634,39,Male,Zhejiang,Postgraduate,4,Reading,51.58,80,91.34,6,72,88,87,81.3,High
AUD_2531,1901,37,Male,Sichuan,High School,10,Spontaneous,86.78,82,172.82,5,97,91,74,88.30000000000001,High
AUD_2532,1008,23,Male,Jiangsu,High School,12,Spontaneous,53.3,92,121.64,9,83,64,71,73.7,Medium
AUD_2533,1773,42,Male,Henan,High School,8,Spontaneous,72.49,142,93.7,12,84,58,72,72.6,Medium
AUD_2534,1072,27,Male,Sichuan,High School,9,Spontaneous,41.2,87,127.17,5,66,52,99,71.7,Medium
AUD_2535,1358,27,Female,Beijing,High School,3,Reading,74.55,90,155.96,3,96,54,59,72.30000000000001,Medium
AUD_2536,1222,25,Female,Henan,High School,5,Spontaneous,42.59,167,129.78,6,99,77,85,88.2,High
AUD_2537,1415,18,Male,Shanghai,Postgraduate,3,Reading,50.1,71,158.22,4,59,91,86,76.7,High
AUD_2538,1552,30,Female,Beijing,Postgraduate,12,Reading,53.56,145,135.85,5,51,64,99,69.3,Medium
AUD_2539,1369,41,Female,Zhejiang,High School,3,Reading,84.85,176,116.95,4,66,52,91,69.3,Medium
AUD_2540,1715,26,Male,Jiangsu,High School,14,Reading,23.74,110,108.26,8,80,99,91,89.0,High
AUD_2541,1263,39,Male,Sichuan,Undergraduate,14,Reading,33.78,123,127.9,7,65,84,91,78.5,High
AUD_2542,1839,27,Female,Zhejiang,Postgraduate,13,Reading,69.4,81,93.22,3,73,56,56,62.8,Medium
AUD_2543,1689,32,Female,Zhejiang,Postgraduate,3,Reading,60.43,181,128.03,12,56,79,95,74.6,Medium
AUD_2544,1859,22,Female,Henan,High School,6,Spontaneous,37.61,94,96.18,9,68,73,74,71.3,Medium
AUD_2545,1317,39,Female,Shanghai,Postgraduate,9,Reading,40.24,121,168.93,6,65,80,89,76.7,High
AUD_2546,1083,33,Male,Hubei,Postgraduate,9,Spontaneous,45.71,69,141.79,7,82,63,90,78.7,High
AUD_2547,1317,30,Female,Zhejiang,Undergraduate,14,Spontaneous,51.52,114,148.14,9,85,65,73,75.4,High
AUD_2548,1110,39,Male,Shanghai,Undergraduate,7,Spontaneous,77.26,138,116.0,12,94,53,54,69.7,Medium
AUD_2549,1250,42,Male,Jiangsu,Postgraduate,14,Spontaneous,20.97,72,110.32,12,59,52,70,60.2,Medium
AUD_2550,1382,37,Female,Jiangsu,Postgraduate,8,Spontaneous,82.86,89,153.71,13,92,84,89,88.7,High
AUD_2551,1006,35,Female,Sichuan,Postgraduate,4,Reading,48.91,179,150.44,8,64,58,69,63.7,Medium
AUD_2552,1458,28,Female,Hubei,High School,7,Reading,36.13,127,101.04,12,92,53,78,76.1,High
AUD_2553,1083,44,Male,Shanghai,Undergraduate,9,Spontaneous,55.59,93,111.48,4,52,68,86,67.0,Medium
AUD_2554,1207,26,Male,Beijing,High School,11,Spontaneous,66.18,162,175.19,3,51,73,69,63.0,Medium
AUD_2555,1899,33,Male,Jiangsu,Undergraduate,8,Spontaneous,23.13,132,117.38,4,92,60,67,74.9,Medium
AUD_2556,1389,19,Male,Henan,Undergraduate,14,Reading,70.1,166,92.32,9,91,64,53,71.5,Medium
AUD_2557,1313,43,Female,Hubei,Undergraduate,12,Spontaneous,73.25,54,95.74,5,84,85,60,77.1,High
AUD_2558,1021,42,Male,Sichuan,Postgraduate,6,Reading,31.63,170,159.79,9,76,80,71,75.7,High
AUD_2559,1409,19,Male,Beijing,Undergraduate,5,Reading,31.75,119,158.14,5,54,57,92,66.3,Medium
AUD_2560,1894,29,Female,Jiangsu,High School,11,Spontaneous,34.26,84,124.36,8,64,51,63,59.8,Low
AUD_2561,1514,25,Male,Jiangsu,Undergraduate,9,Reading,75.76,65,103.79,14,85,99,94,91.9,High
AUD_2562,1126,26,Male,Sichuan,High School,13,Reading,39.04,63,134.83,7,98,52,77,77.9,High
AUD_2563,1808,29,Female,Sichuan,Undergraduate,8,Reading,75.72,74,119.87,11,82,52,53,64.30000000000001,Medium
AUD_2564,1699,43,Male,Guangdong,Undergraduate,9,Spontaneous,57.84,128,123.66,2,50,70,65,60.5,Medium
AUD_2565,1873,26,Male,Henan,Postgraduate,10,Spontaneous,73.7,150,113.49,14,61,61,87,68.8,Medium
AUD_2566,1013,27,Male,Zhejiang,High School,7,Spontaneous,58.76,154,95.66,12,91,63,72,76.89999999999999,High
AUD_2567,1970,42,Male,Zhejiang,Undergraduate,5,Spontaneous,43.5,195,161.2,9,90,72,62,76.19999999999999,High
AUD_2568,1977,19,Female,Beijing,Undergraduate,5,Spontaneous,83.75,69,145.64,7,58,62,69,62.5,Medium
AUD_2569,1011,33,Male,Zhejiang,High School,4,Spontaneous,70.07,105,165.12,3,69,65,54,63.3,Medium
AUD_2570,1086,37,Female,Beijing,Undergraduate,10,Spontaneous,53.88,179,135.29,6,79,66,68,71.80000000000001,Medium
AUD_2571,1523,24,Male,Hubei,Postgraduate,3,Spontaneous,64.62,72,178.65,13,63,67,70,66.3,Medium
AUD_2572,1908,19,Female,Jiangsu,High School,14,Reading,63.11,81,176.63,3,72,62,91,74.7,Medium
AUD_2573,1536,18,Female,Guangdong,Postgraduate,10,Spontaneous,45.07,190,114.46,11,78,75,54,69.9,Medium
AUD_2574,1300,36,Female,Guangdong,High School,5,Reading,49.66,62,124.83,8,91,94,63,83.5,High
AUD_2575,1242,21,Male,Henan,High School,11,Reading,42.28,194,157.74,12,84,89,85,85.8,High
AUD_2576,1121,41,Male,Henan,High School,14,Spontaneous,89.97,76,159.89,11,76,88,55,73.3,Medium
AUD_2577,1146,39,Male,Jiangsu,Undergraduate,14,Reading,60.6,194,171.96,7,98,80,54,79.4,High
AUD_2578,1566,44,Female,Sichuan,High School,13,Reading,26.44,63,148.74,8,76,89,73,79.0,High
AUD_2579,1749,19,Male,Henan,High School,4,Spontaneous,56.34,191,132.76,7,79,66,78,74.80000000000001,Medium
AUD_2580,1355,42,Male,Henan,High School,12,Reading,23.5,189,123.99,11,52,81,78,68.5,Medium
AUD_2581,1684,31,Male,Shanghai,Postgraduate,11,Spontaneous,40.21,118,127.73,2,61,50,51,54.7,Low
AUD_2582,1903,19,Male,Shanghai,High School,8,Reading,51.22,117,166.54,4,96,84,55,80.10000000000001,High
AUD_2583,1732,32,Female,Zhejiang,Undergraduate,3,Reading,57.4,104,178.2,11,80,85,83,82.4,High
AUD_2584,1630,29,Female,Sichuan,High School,7,Spontaneous,88.33,78,94.67,3,86,68,61,73.1,Medium
AUD_2585,1308,22,Male,Beijing,High School,12,Reading,88.76,138,142.22,2,76,77,71,74.8,Medium
AUD_2586,1694,37,Male,Hubei,Postgraduate,11,Reading,26.86,94,136.8,2,96,51,53,69.6,Medium
AUD_2587,1287,24,Male,Guangdong,Undergraduate,8,Spontaneous,57.67,181,123.85,5,73,78,94,80.8,High
AUD_2588,1306,41,Female,Zhejiang,Undergraduate,9,Spontaneous,77.2,193,166.64,12,97,92,98,95.80000000000001,High
AUD_2589,1811,38,Male,Henan,Undergraduate,6,Reading,36.64,115,141.82,2,90,78,55,75.9,High
AUD_2590,1593,27,Female,Jiangsu,High School,3,Reading,72.54,72,118.18,3,89,92,52,78.8,High
AUD_2591,1965,31,Female,Sichuan,High School,7,Spontaneous,81.5,117,129.97,2,60,68,62,63.0,Medium
AUD_2592,1913,31,Male,Henan,Undergraduate,4,Reading,66.37,197,122.11,14,76,77,72,75.1,High
AUD_2593,1722,22,Male,Guangdong,Undergraduate,10,Spontaneous,42.94,194,128.71,13,58,83,84,73.3,Medium
AUD_2594,1661,35,Male,Beijing,Postgraduate,6,Spontaneous,84.62,55,96.41,13,65,80,75,72.5,Medium
AUD_2595,1548,41,Female,Beijing,Undergraduate,3,Spontaneous,81.85,131,100.07,7,63,86,58,68.4,Medium
AUD_2596,1351,31,Female,Shanghai,High School,12,Reading,70.11,172,146.13,12,96,68,72,80.4,High
AUD_2597,1311,19,Male,Zhejiang,High School,9,Reading,45.46,154,151.57,5,79,81,53,71.80000000000001,Medium
AUD_2598,1872,43,Female,Henan,High School,14,Reading,75.43,83,147.3,9,95,78,83,86.3,High
AUD_2599,1058,29,Male,Jiangsu,Postgraduate,13,Spontaneous,42.13,103,158.68,12,73,58,86,72.4,Medium
AUD_2600,1642,39,Male,Guangdong,Undergraduate,4,Reading,37.71,131,174.92,6,91,56,57,70.3,Medium
AUD_2601,1923,41,Female,Henan,High School,5,Spontaneous,56.05,143,167.46,11,62,61,83,68.0,Medium
AUD_2602,1713,23,Female,Hubei,Postgraduate,11,Reading,89.8,114,127.67,6,82,80,86,82.60000000000001,High
AUD_2603,1754,21,Female,Beijing,Postgraduate,11,Spontaneous,76.3,136,109.58,12,58,67,55,59.8,Low
AUD_2604,1034,30,Female,Henan,High School,4,Spontaneous,71.09,78,118.07,12,98,77,56,79.1,High
AUD_2605,1444,21,Male,Guangdong,Postgraduate,5,Reading,51.64,90,142.9,9,75,99,94,87.9,High
AUD_2606,1092,39,Male,Jiangsu,Postgraduate,13,Spontaneous,41.84,154,167.06,12,98,70,90,87.2,High
AUD_2607,1949,31,Male,Guangdong,High School,14,Reading,79.91,112,153.16,11,91,58,88,80.19999999999999,High
AUD_2608,1958,33,Female,Zhejiang,Postgraduate,11,Reading,59.74,115,138.87,7,94,83,85,88.0,High
AUD_2609,1206,21,Male,Shanghai,High School,3,Reading,76.93,161,144.17,7,99,83,54,80.7,High
AUD_2610,1352,41,Female,Guangdong,High School,4,Reading,54.14,149,137.54,4,62,96,52,69.19999999999999,Medium
AUD_2611,1902,42,Female,Sichuan,Postgraduate,13,Reading,72.78,194,177.45,14,70,73,66,69.7,Medium
AUD_2612,1331,18,Female,Henan,High School,4,Spontaneous,80.74,115,163.45,7,78,65,68,71.1,Medium
AUD_2613,1816,30,Male,Shanghai,High School,12,Reading,47.4,117,160.31,11,77,77,94,82.1,High
AUD_2614,1861,21,Female,Jiangsu,Undergraduate,5,Spontaneous,20.95,83,136.56,14,73,95,50,72.7,Medium
AUD_2615,1724,37,Female,Shanghai,High School,12,Reading,37.84,50,119.86,8,62,96,86,79.39999999999999,High
AUD_2616,1158,35,Female,Guangdong,Undergraduate,5,Spontaneous,84.04,183,91.76,3,91,84,58,79.0,High
AUD_2617,1953,23,Female,Guangdong,Undergraduate,12,Spontaneous,68.13,65,93.91,4,69,55,53,60.0,Medium
AUD_2618,1956,20,Female,Sichuan,Undergraduate,4,Reading,71.61,51,92.72,7,88,87,91,88.6,High
AUD_2619,1023,40,Female,Beijing,Undergraduate,10,Spontaneous,42.77,165,178.24,11,56,90,95,77.9,High
AUD_2620,1403,30,Female,Henan,Postgraduate,10,Reading,69.09,125,100.3,10,90,60,59,71.7,Medium
AUD_2621,1804,44,Female,Sichuan,Postgraduate,10,Reading,65.24,76,102.79,14,97,53,81,79.0,High
AUD_2622,1515,33,Female,Guangdong,High School,4,Reading,32.49,68,133.57,10,64,63,50,59.5,Low
AUD_2623,1731,44,Female,Hubei,High School,11,Spontaneous,87.81,77,133.33,9,74,62,72,69.8,Medium
AUD_2624,1363,22,Female,Shanghai,High School,13,Spontaneous,44.78,84,172.8,9,84,64,66,72.6,Medium
AUD_2625,1381,21,Female,Sichuan,Postgraduate,9,Spontaneous,43.05,164,96.62,10,62,98,79,77.9,High
AUD_2626,1531,38,Male,Sichuan,Undergraduate,14,Spontaneous,45.84,117,176.15,12,92,57,76,76.7,High
AUD_2627,1955,25,Male,Henan,Postgraduate,7,Reading,26.42,98,109.48,12,57,92,64,69.6,Medium
AUD_2628,1151,36,Female,Hubei,Postgraduate,9,Reading,63.75,56,177.31,10,70,73,87,76.0,High
AUD_2629,1561,31,Female,Hubei,High School,10,Spontaneous,36.7,86,138.72,11,55,60,56,56.8,Low
AUD_2630,1688,24,Female,Hubei,High School,11,Spontaneous,76.23,164,148.68,12,59,97,82,77.3,High
AUD_2631,1946,31,Male,Henan,High School,4,Reading,47.59,164,118.42,14,98,84,54,80.60000000000001,High
AUD_2632,1607,23,Male,Beijing,Undergraduate,8,Spontaneous,52.1,90,145.06,10,90,74,88,84.6,High
AUD_2633,1616,29,Male,Guangdong,Undergraduate,11,Reading,65.25,130,153.97,6,70,72,83,74.5,Medium
AUD_2634,1419,33,Female,Guangdong,Postgraduate,8,Spontaneous,73.33,111,90.93,7,63,96,52,69.6,Medium
AUD_2635,1249,34,Female,Jiangsu,Undergraduate,4,Spontaneous,36.18,191,93.08,6,94,94,81,90.1,High
AUD_2636,1116,30,Female,Henan,High School,3,Spontaneous,87.64,51,178.78,14,82,56,51,64.9,Medium
AUD_2637,1865,40,Female,Beijing,Undergraduate,14,Reading,63.56,137,131.18,2,74,54,65,65.3,Medium
AUD_2638,1511,31,Male,Jiangsu,Undergraduate,5,Reading,20.39,97,174.22,5,68,81,66,71.3,Medium
AUD_2639,1739,24,Female,Jiangsu,Undergraduate,13,Spontaneous,49.09,104,155.69,12,58,77,61,64.6,Medium
AUD_2640,1577,31,Male,Jiangsu,Undergraduate,7,Spontaneous,50.58,61,123.57,14,98,93,54,83.3,High
AUD_2641,1334,32,Male,Henan,High School,9,Spontaneous,76.64,50,103.58,2,96,52,53,69.9,Medium
